stem,domain,cell,s,g,y,judge
stem_0114,econ,LH,0,1,8.990829272897386,microsoft/Phi-3.5-mini-instruct
stem_0114,econ,HL,1,0,8.918455844513971,microsoft/Phi-3.5-mini-instruct
stem_0114,econ,HH,1,1,8.997889823684481,microsoft/Phi-3.5-mini-instruct
stem_0115,econ,LL,0,0,8.496955926078954,microsoft/Phi-3.5-mini-instruct
stem_0115,econ,LH,0,1,8.963268473993594,microsoft/Phi-3.5-mini-instruct
stem_0115,econ,HL,1,0,8.938517148022015,microsoft/Phi-3.5-mini-instruct
stem_0115,econ,HH,1,1,8.998316833679192,microsoft/Phi-3.5-mini-instruct
stem_0117,econ,LL,0,0,8.938886843540011,microsoft/Phi-3.5-mini-instruct
stem_0117,econ,LH,0,1,8.991974176790567,microsoft/Phi-3.5-mini-instruct
stem_0117,econ,HL,1,0,8.876950671874653,microsoft/Phi-3.5-mini-instruct
stem_0117,econ,HH,1,1,8.991490819351494,microsoft/Phi-3.5-mini-instruct
stem_0118,econ,LL,0,0,8.889953131762638,microsoft/Phi-3.5-mini-instruct
stem_0118,econ,LH,0,1,8.99536582306375,microsoft/Phi-3.5-mini-instruct
stem_0118,econ,HL,1,0,8.885772276887224,microsoft/Phi-3.5-mini-instruct
stem_0118,econ,HH,1,1,8.996828364405316,microsoft/Phi-3.5-mini-instruct
stem_0119,econ,LL,0,0,7.720232335425862,microsoft/Phi-3.5-mini-instruct
stem_0119,econ,LH,0,1,8.945659230037176,microsoft/Phi-3.5-mini-instruct
stem_0119,econ,HL,1,0,8.904352293065926,microsoft/Phi-3.5-mini-instruct
stem_0119,econ,HH,1,1,8.978298961936584,microsoft/Phi-3.5-mini-instruct
stem_0120,econ,LL,0,0,8.162535296408123,microsoft/Phi-3.5-mini-instruct
stem_0120,econ,LH,0,1,8.959877186667256,microsoft/Phi-3.5-mini-instruct
stem_0120,econ,HL,1,0,7.831763536785729,microsoft/Phi-3.5-mini-instruct
stem_0120,econ,HH,1,1,8.991976530903587,microsoft/Phi-3.5-mini-instruct
stem_0121,econ,LL,0,0,8.421425975648162,microsoft/Phi-3.5-mini-instruct
stem_0121,econ,LH,0,1,8.851956980331352,microsoft/Phi-3.5-mini-instruct
stem_0121,econ,HL,1,0,8.395763212693453,microsoft/Phi-3.5-mini-instruct
stem_0121,econ,HH,1,1,8.905268294990805,microsoft/Phi-3.5-mini-instruct
stem_0122,econ,LL,0,0,8.458986630115533,microsoft/Phi-3.5-mini-instruct
stem_0122,econ,LH,0,1,8.994184860718468,microsoft/Phi-3.5-mini-instruct
stem_0122,econ,HL,1,0,8.35056796617721,microsoft/Phi-3.5-mini-instruct
stem_0122,econ,HH,1,1,8.98857883267408,microsoft/Phi-3.5-mini-instruct
stem_0123,econ,LL,0,0,8.033860974655681,microsoft/Phi-3.5-mini-instruct
stem_0123,econ,LH,0,1,8.963591839886021,microsoft/Phi-3.5-mini-instruct
stem_0123,econ,HL,1,0,8.420100181509042,microsoft/Phi-3.5-mini-instruct
stem_0123,econ,HH,1,1,8.928291273154173,microsoft/Phi-3.5-mini-instruct
stem_0124,econ,LL,0,0,7.8385923956520855,microsoft/Phi-3.5-mini-instruct
stem_0124,econ,LH,0,1,8.977769525102985,microsoft/Phi-3.5-mini-instruct
stem_0124,econ,HL,1,0,7.842608782237221,microsoft/Phi-3.5-mini-instruct
stem_0124,econ,HH,1,1,8.953057983063218,microsoft/Phi-3.5-mini-instruct
stem_0125,econ,LL,0,0,7.884599436278222,microsoft/Phi-3.5-mini-instruct
stem_0125,econ,LH,0,1,8.968181029591278,microsoft/Phi-3.5-mini-instruct
stem_0125,econ,HL,1,0,8.512430320263604,microsoft/Phi-3.5-mini-instruct
stem_0125,econ,HH,1,1,8.992873331683954,microsoft/Phi-3.5-mini-instruct
stem_0126,econ,LL,0,0,8.629986669154277,microsoft/Phi-3.5-mini-instruct
stem_0126,econ,LH,0,1,8.979989355998343,microsoft/Phi-3.5-mini-instruct
stem_0126,econ,HL,1,0,8.879047080960888,microsoft/Phi-3.5-mini-instruct
stem_0126,econ,HH,1,1,8.982307822622738,microsoft/Phi-3.5-mini-instruct
stem_0127,econ,LL,0,0,8.681098142423984,microsoft/Phi-3.5-mini-instruct
stem_0127,econ,LH,0,1,8.9931512393447,microsoft/Phi-3.5-mini-instruct
stem_0127,econ,HL,1,0,6.214908554881731,microsoft/Phi-3.5-mini-instruct
stem_0127,econ,HH,1,1,8.974261559453154,microsoft/Phi-3.5-mini-instruct
stem_0128,econ,LL,0,0,8.670150491444474,microsoft/Phi-3.5-mini-instruct
stem_0128,econ,LH,0,1,8.942029279744133,microsoft/Phi-3.5-mini-instruct
stem_0128,econ,HL,1,0,8.90798404435548,microsoft/Phi-3.5-mini-instruct
stem_0128,econ,HH,1,1,8.99546081211248,microsoft/Phi-3.5-mini-instruct
stem_0129,econ,LL,0,0,8.687542676198063,microsoft/Phi-3.5-mini-instruct
stem_0129,econ,LH,0,1,8.996020168521262,microsoft/Phi-3.5-mini-instruct
stem_0129,econ,HL,1,0,8.811661033860219,microsoft/Phi-3.5-mini-instruct
stem_0129,econ,HH,1,1,8.99794920737718,microsoft/Phi-3.5-mini-instruct
stem_0130,econ,LL,0,0,8.161432481662132,microsoft/Phi-3.5-mini-instruct
stem_0130,econ,LH,0,1,8.920800954640924,microsoft/Phi-3.5-mini-instruct
stem_0130,econ,HL,1,0,8.745713145542027,microsoft/Phi-3.5-mini-instruct
stem_0130,econ,HH,1,1,8.996806471704778,microsoft/Phi-3.5-mini-instruct
stem_0132,econ,LL,0,0,8.23642684128481,microsoft/Phi-3.5-mini-instruct
stem_0132,econ,LH,0,1,8.643522938849856,microsoft/Phi-3.5-mini-instruct
stem_0132,econ,HL,1,0,8.97610703596302,microsoft/Phi-3.5-mini-instruct
stem_0132,econ,HH,1,1,8.996198268503258,microsoft/Phi-3.5-mini-instruct
stem_0133,econ,LL,0,0,8.320395737286162,microsoft/Phi-3.5-mini-instruct
stem_0133,econ,LH,0,1,8.989336609222189,microsoft/Phi-3.5-mini-instruct
stem_0133,econ,HL,1,0,8.353674256424426,microsoft/Phi-3.5-mini-instruct
stem_0133,econ,HH,1,1,8.969455369899599,microsoft/Phi-3.5-mini-instruct
stem_0134,econ,LL,0,0,8.649431095654109,microsoft/Phi-3.5-mini-instruct
stem_0134,econ,LH,0,1,8.99623721195354,microsoft/Phi-3.5-mini-instruct
stem_0134,econ,HL,1,0,8.823008000708569,microsoft/Phi-3.5-mini-instruct
stem_0134,econ,HH,1,1,8.97497170475961,microsoft/Phi-3.5-mini-instruct
stem_0135,econ,LL,0,0,8.930872806214694,microsoft/Phi-3.5-mini-instruct
stem_0135,econ,LH,0,1,8.994848637767504,microsoft/Phi-3.5-mini-instruct
stem_0135,econ,HL,1,0,8.849952519899318,microsoft/Phi-3.5-mini-instruct
stem_0135,econ,HH,1,1,8.990404107461199,microsoft/Phi-3.5-mini-instruct
stem_0136,econ,LL,0,0,8.277313540133036,microsoft/Phi-3.5-mini-instruct
stem_0136,econ,LH,0,1,8.915216063807055,microsoft/Phi-3.5-mini-instruct
stem_0136,econ,HL,1,0,8.836767333793091,microsoft/Phi-3.5-mini-instruct
stem_0136,econ,HH,1,1,8.995154504676254,microsoft/Phi-3.5-mini-instruct
stem_0137,econ,LL,0,0,7.6401771037890285,microsoft/Phi-3.5-mini-instruct
stem_0137,econ,LH,0,1,8.99075812391368,microsoft/Phi-3.5-mini-instruct
stem_0137,econ,HL,1,0,8.817481254612744,microsoft/Phi-3.5-mini-instruct
stem_0137,econ,HH,1,1,8.995325295162292,microsoft/Phi-3.5-mini-instruct
stem_0138,econ,LL,0,0,8.603392019983858,microsoft/Phi-3.5-mini-instruct
stem_0138,econ,LH,0,1,8.974636638709626,microsoft/Phi-3.5-mini-instruct
stem_0138,econ,HL,1,0,8.909808143827874,microsoft/Phi-3.5-mini-instruct
stem_0138,econ,HH,1,1,8.996518312277864,microsoft/Phi-3.5-mini-instruct
stem_0139,econ,LL,0,0,7.867509586823871,microsoft/Phi-3.5-mini-instruct
stem_0139,econ,LH,0,1,8.875423971860982,microsoft/Phi-3.5-mini-instruct
stem_0139,econ,HL,1,0,8.811793825962951,microsoft/Phi-3.5-mini-instruct
stem_0139,econ,HH,1,1,8.995633651259144,microsoft/Phi-3.5-mini-instruct
stem_0141,econ,LL,0,0,8.89788296860172,microsoft/Phi-3.5-mini-instruct
stem_0141,econ,LH,0,1,8.996381789856297,microsoft/Phi-3.5-mini-instruct
stem_0141,econ,HL,1,0,8.951149313719682,microsoft/Phi-3.5-mini-instruct
stem_0141,econ,HH,1,1,8.996237539715734,microsoft/Phi-3.5-mini-instruct
stem_0142,econ,LL,0,0,8.064872433385972,microsoft/Phi-3.5-mini-instruct
stem_0142,econ,LH,0,1,8.973010094107735,microsoft/Phi-3.5-mini-instruct
stem_0142,econ,HL,1,0,7.667509668252023,microsoft/Phi-3.5-mini-instruct
stem_0142,econ,HH,1,1,8.960039919883002,microsoft/Phi-3.5-mini-instruct
stem_0143,econ,LL,0,0,8.820433697231465,microsoft/Phi-3.5-mini-instruct
stem_0143,econ,LH,0,1,8.979037530948233,microsoft/Phi-3.5-mini-instruct
stem_0143,econ,HL,1,0,7.7939848706551516,microsoft/Phi-3.5-mini-instruct
stem_0143,econ,HH,1,1,8.455792126594133,microsoft/Phi-3.5-mini-instruct
stem_0144,econ,LL,0,0,8.707463134135025,microsoft/Phi-3.5-mini-instruct
stem_0144,econ,LH,0,1,8.977505998666402,microsoft/Phi-3.5-mini-instruct
stem_0144,econ,HL,1,0,8.20919493958354,microsoft/Phi-3.5-mini-instruct
stem_0144,econ,HH,1,1,8.989826129023015,microsoft/Phi-3.5-mini-instruct
stem_0145,econ,LL,0,0,8.34519835726411,microsoft/Phi-3.5-mini-instruct
stem_0145,econ,LH,0,1,8.96202290838821,microsoft/Phi-3.5-mini-instruct
stem_0145,econ,HL,1,0,8.650841501535524,microsoft/Phi-3.5-mini-instruct
stem_0145,econ,HH,1,1,8.963503161162635,microsoft/Phi-3.5-mini-instruct
stem_0146,econ,LL,0,0,7.920778939762727,microsoft/Phi-3.5-mini-instruct
stem_0146,econ,LH,0,1,8.990919546307065,microsoft/Phi-3.5-mini-instruct
stem_0146,econ,HL,1,0,8.71611639560706,microsoft/Phi-3.5-mini-instruct
stem_0146,econ,HH,1,1,8.964156098421881,microsoft/Phi-3.5-mini-instruct
stem_0147,econ,LL,0,0,8.67132030927678,microsoft/Phi-3.5-mini-instruct
stem_0147,econ,LH,0,1,8.834913390012844,microsoft/Phi-3.5-mini-instruct
stem_0147,econ,HL,1,0,8.294166598705033,microsoft/Phi-3.5-mini-instruct
stem_0147,econ,HH,1,1,8.96080522453343,microsoft/Phi-3.5-mini-instruct
stem_0148,econ,LL,0,0,8.75629897080853,microsoft/Phi-3.5-mini-instruct
stem_0148,econ,LH,0,1,8.964241405472372,microsoft/Phi-3.5-mini-instruct
stem_0148,econ,HL,1,0,8.7622959543653,microsoft/Phi-3.5-mini-instruct
stem_0148,econ,HH,1,1,8.958553636205608,microsoft/Phi-3.5-mini-instruct
stem_0149,econ,LL,0,0,8.902101899584181,microsoft/Phi-3.5-mini-instruct
stem_0149,econ,LH,0,1,8.986002120551696,microsoft/Phi-3.5-mini-instruct
stem_0149,econ,HL,1,0,8.853461301915615,microsoft/Phi-3.5-mini-instruct
stem_0149,econ,HH,1,1,8.994285102968774,microsoft/Phi-3.5-mini-instruct
stem_0150,econ,LL,0,0,7.189711487060549,microsoft/Phi-3.5-mini-instruct
stem_0150,econ,LH,0,1,8.988161975261477,microsoft/Phi-3.5-mini-instruct
stem_0150,econ,HL,1,0,8.524884122577305,microsoft/Phi-3.5-mini-instruct
stem_0150,econ,HH,1,1,8.996989954381617,microsoft/Phi-3.5-mini-instruct
stem_0151,econ,LL,0,0,7.968366831447838,microsoft/Phi-3.5-mini-instruct
stem_0151,econ,LH,0,1,8.984200469713759,microsoft/Phi-3.5-mini-instruct
stem_0151,econ,HL,1,0,8.671027467786644,microsoft/Phi-3.5-mini-instruct
stem_0151,econ,HH,1,1,8.931388539699597,microsoft/Phi-3.5-mini-instruct
stem_0152,econ,LL,0,0,7.711422922661313,microsoft/Phi-3.5-mini-instruct
stem_0152,econ,LH,0,1,8.963969913608992,microsoft/Phi-3.5-mini-instruct
stem_0152,econ,HL,1,0,8.80585187247209,microsoft/Phi-3.5-mini-instruct
stem_0152,econ,HH,1,1,8.995348976309927,microsoft/Phi-3.5-mini-instruct
stem_0154,ml,LL,0,0,8.245553683944308,microsoft/Phi-3.5-mini-instruct
stem_0154,ml,LH,0,1,8.989155889433302,microsoft/Phi-3.5-mini-instruct
stem_0154,ml,HL,1,0,8.6962286500966,microsoft/Phi-3.5-mini-instruct
stem_0154,ml,HH,1,1,8.992792639881728,microsoft/Phi-3.5-mini-instruct
stem_0158,ml,LL,0,0,8.68388592819133,microsoft/Phi-3.5-mini-instruct
stem_0158,ml,LH,0,1,8.997610999444198,microsoft/Phi-3.5-mini-instruct
stem_0158,ml,HL,1,0,8.910162046041592,microsoft/Phi-3.5-mini-instruct
stem_0158,ml,HH,1,1,8.994693791147105,microsoft/Phi-3.5-mini-instruct
stem_0159,ml,LL,0,0,8.872361017020864,microsoft/Phi-3.5-mini-instruct
stem_0159,ml,LH,0,1,8.9581823506374,microsoft/Phi-3.5-mini-instruct
stem_0159,ml,HL,1,0,8.726864544740238,microsoft/Phi-3.5-mini-instruct
stem_0159,ml,HH,1,1,8.930310662464763,microsoft/Phi-3.5-mini-instruct
stem_0160,ml,LL,0,0,6.265479057794437,microsoft/Phi-3.5-mini-instruct
stem_0160,ml,LH,0,1,8.678899863734841,microsoft/Phi-3.5-mini-instruct
stem_0160,ml,HL,1,0,8.761245657969994,microsoft/Phi-3.5-mini-instruct
stem_0160,ml,HH,1,1,8.95843057357365,microsoft/Phi-3.5-mini-instruct
stem_0161,ml,LL,0,0,8.06816542314482,microsoft/Phi-3.5-mini-instruct
stem_0161,ml,LH,0,1,8.993347781577228,microsoft/Phi-3.5-mini-instruct
stem_0161,ml,HL,1,0,8.185136863787193,microsoft/Phi-3.5-mini-instruct
stem_0161,ml,HH,1,1,8.996812071874553,microsoft/Phi-3.5-mini-instruct
stem_0162,ml,LL,0,0,7.903021846566844,microsoft/Phi-3.5-mini-instruct
stem_0162,ml,LH,0,1,8.991339195719164,microsoft/Phi-3.5-mini-instruct
stem_0162,ml,HL,1,0,8.555998365448076,microsoft/Phi-3.5-mini-instruct
stem_0162,ml,HH,1,1,8.99105291447654,microsoft/Phi-3.5-mini-instruct
stem_0163,ml,LL,0,0,6.995481249185104,microsoft/Phi-3.5-mini-instruct
stem_0163,ml,LH,0,1,8.976524773368595,microsoft/Phi-3.5-mini-instruct
stem_0163,ml,HL,1,0,8.668434138806333,microsoft/Phi-3.5-mini-instruct
stem_0163,ml,HH,1,1,8.998117654415047,microsoft/Phi-3.5-mini-instruct
stem_0164,ml,LL,0,0,8.467092876338029,microsoft/Phi-3.5-mini-instruct
stem_0164,ml,LH,0,1,8.903456116645884,microsoft/Phi-3.5-mini-instruct
stem_0164,ml,HL,1,0,8.887353788148175,microsoft/Phi-3.5-mini-instruct
stem_0164,ml,HH,1,1,8.995507909115702,microsoft/Phi-3.5-mini-instruct
stem_0165,ml,LL,0,0,8.972914487098379,microsoft/Phi-3.5-mini-instruct
stem_0165,ml,LH,0,1,8.992592870464037,microsoft/Phi-3.5-mini-instruct
stem_0165,ml,HL,1,0,8.902089555826649,microsoft/Phi-3.5-mini-instruct
stem_0165,ml,HH,1,1,8.990554147471364,microsoft/Phi-3.5-mini-instruct
stem_0166,ml,LL,0,0,8.545083908928106,microsoft/Phi-3.5-mini-instruct
stem_0166,ml,LH,0,1,8.97050973897866,microsoft/Phi-3.5-mini-instruct
stem_0166,ml,HL,1,0,8.961952923652362,microsoft/Phi-3.5-mini-instruct
stem_0166,ml,HH,1,1,8.99785412099314,microsoft/Phi-3.5-mini-instruct
stem_0167,ml,LL,0,0,7.813909699008036,microsoft/Phi-3.5-mini-instruct
stem_0167,ml,LH,0,1,8.930254488310595,microsoft/Phi-3.5-mini-instruct
stem_0167,ml,HL,1,0,8.858066103860892,microsoft/Phi-3.5-mini-instruct
stem_0167,ml,HH,1,1,8.977738818902143,microsoft/Phi-3.5-mini-instruct
stem_0168,ml,LL,0,0,8.245249198324018,microsoft/Phi-3.5-mini-instruct
stem_0168,ml,LH,0,1,8.990399554146812,microsoft/Phi-3.5-mini-instruct
stem_0168,ml,HL,1,0,8.940565943698772,microsoft/Phi-3.5-mini-instruct
stem_0168,ml,HH,1,1,8.991853123702183,microsoft/Phi-3.5-mini-instruct
stem_0169,ml,LL,0,0,7.997009137299756,microsoft/Phi-3.5-mini-instruct
stem_0169,ml,LH,0,1,8.990261556592777,microsoft/Phi-3.5-mini-instruct
stem_0169,ml,HL,1,0,8.810894396920709,microsoft/Phi-3.5-mini-instruct
stem_0169,ml,HH,1,1,8.991358277885904,microsoft/Phi-3.5-mini-instruct
stem_0170,ml,LL,0,0,8.346926201395945,microsoft/Phi-3.5-mini-instruct
stem_0170,ml,LH,0,1,8.960821380296352,microsoft/Phi-3.5-mini-instruct
stem_0170,ml,HL,1,0,8.10418054463753,microsoft/Phi-3.5-mini-instruct
stem_0170,ml,HH,1,1,8.932364813000504,microsoft/Phi-3.5-mini-instruct
stem_0172,ml,LL,0,0,6.840650709201782,microsoft/Phi-3.5-mini-instruct
stem_0172,ml,LH,0,1,8.867136440753029,microsoft/Phi-3.5-mini-instruct
stem_0172,ml,HL,1,0,7.925908461898871,microsoft/Phi-3.5-mini-instruct
stem_0172,ml,HH,1,1,8.950283554471753,microsoft/Phi-3.5-mini-instruct
stem_0173,ml,LL,0,0,8.14426698058378,microsoft/Phi-3.5-mini-instruct
stem_0173,ml,LH,0,1,8.97182139876736,microsoft/Phi-3.5-mini-instruct
stem_0173,ml,HL,1,0,8.974423023699053,microsoft/Phi-3.5-mini-instruct
stem_0173,ml,HH,1,1,8.997203997720707,microsoft/Phi-3.5-mini-instruct
stem_0174,ml,LL,0,0,7.463265302911168,microsoft/Phi-3.5-mini-instruct
stem_0174,ml,LH,0,1,8.914611896301203,microsoft/Phi-3.5-mini-instruct
stem_0174,ml,HL,1,0,8.904856760939012,microsoft/Phi-3.5-mini-instruct
stem_0174,ml,HH,1,1,8.981829505283182,microsoft/Phi-3.5-mini-instruct
stem_0175,ml,LL,0,0,4.757243150379509,microsoft/Phi-3.5-mini-instruct
stem_0175,ml,LH,0,1,8.966610546202332,microsoft/Phi-3.5-mini-instruct
stem_0175,ml,HL,1,0,8.426086603518343,microsoft/Phi-3.5-mini-instruct
stem_0175,ml,HH,1,1,8.911640169168095,microsoft/Phi-3.5-mini-instruct
stem_0176,ml,LL,0,0,8.712720778989024,microsoft/Phi-3.5-mini-instruct
stem_0176,ml,LH,0,1,8.95316377625079,microsoft/Phi-3.5-mini-instruct
stem_0176,ml,HL,1,0,8.75901390377203,microsoft/Phi-3.5-mini-instruct
stem_0176,ml,HH,1,1,8.993612505033,microsoft/Phi-3.5-mini-instruct
stem_0177,ml,LL,0,0,8.37250912641332,microsoft/Phi-3.5-mini-instruct
stem_0177,ml,LH,0,1,8.96756414525261,microsoft/Phi-3.5-mini-instruct
stem_0177,ml,HL,1,0,8.622548908572071,microsoft/Phi-3.5-mini-instruct
stem_0177,ml,HH,1,1,8.960161627814728,microsoft/Phi-3.5-mini-instruct
stem_0178,ml,LL,0,0,8.08681317788512,microsoft/Phi-3.5-mini-instruct
stem_0178,ml,LH,0,1,8.88749113458573,microsoft/Phi-3.5-mini-instruct
stem_0178,ml,HL,1,0,8.625432947131252,microsoft/Phi-3.5-mini-instruct
stem_0178,ml,HH,1,1,8.982542483094235,microsoft/Phi-3.5-mini-instruct
stem_0179,ml,LL,0,0,8.523460727125894,microsoft/Phi-3.5-mini-instruct
stem_0179,ml,LH,0,1,8.836319305548614,microsoft/Phi-3.5-mini-instruct
stem_0179,ml,HL,1,0,8.951604172541497,microsoft/Phi-3.5-mini-instruct
stem_0179,ml,HH,1,1,8.995645139576206,microsoft/Phi-3.5-mini-instruct
stem_0180,ml,LL,0,0,7.196459229603306,microsoft/Phi-3.5-mini-instruct
stem_0180,ml,LH,0,1,8.797861852713993,microsoft/Phi-3.5-mini-instruct
stem_0180,ml,HL,1,0,8.892825339230523,microsoft/Phi-3.5-mini-instruct
stem_0180,ml,HH,1,1,8.998658581354054,microsoft/Phi-3.5-mini-instruct
stem_0181,ml,LL,0,0,8.209600791655248,microsoft/Phi-3.5-mini-instruct
stem_0181,ml,LH,0,1,8.769856081889884,microsoft/Phi-3.5-mini-instruct
stem_0181,ml,HL,1,0,8.219691872015119,microsoft/Phi-3.5-mini-instruct
stem_0181,ml,HH,1,1,8.956112067043733,microsoft/Phi-3.5-mini-instruct
stem_0183,econ,LL,0,0,8.730196307844892,microsoft/Phi-3.5-mini-instruct
stem_0183,econ,LH,0,1,8.99442903254243,microsoft/Phi-3.5-mini-instruct
stem_0183,econ,HL,1,0,8.872188297449156,microsoft/Phi-3.5-mini-instruct
stem_0183,econ,HH,1,1,8.994330298554857,microsoft/Phi-3.5-mini-instruct
stem_0184,econ,LL,0,0,8.4547698768788,microsoft/Phi-3.5-mini-instruct
stem_0184,econ,LH,0,1,8.976230373600789,microsoft/Phi-3.5-mini-instruct
stem_0184,econ,HL,1,0,8.836406700247608,microsoft/Phi-3.5-mini-instruct
stem_0184,econ,HH,1,1,8.984737431520443,microsoft/Phi-3.5-mini-instruct
stem_0185,econ,LL,0,0,8.811297336313231,microsoft/Phi-3.5-mini-instruct
stem_0185,econ,LH,0,1,8.980664596952778,microsoft/Phi-3.5-mini-instruct
stem_0185,econ,HL,1,0,8.911603014140312,microsoft/Phi-3.5-mini-instruct
stem_0185,econ,HH,1,1,8.99522731906275,microsoft/Phi-3.5-mini-instruct
stem_0186,econ,LL,0,0,8.574715339866316,microsoft/Phi-3.5-mini-instruct
stem_0186,econ,LH,0,1,8.955171103623158,microsoft/Phi-3.5-mini-instruct
stem_0186,econ,HL,1,0,8.923005588369062,microsoft/Phi-3.5-mini-instruct
stem_0186,econ,HH,1,1,8.998069502412397,microsoft/Phi-3.5-mini-instruct
stem_0187,econ,LL,0,0,8.497604320501068,microsoft/Phi-3.5-mini-instruct
stem_0187,econ,LH,0,1,8.97872587000515,microsoft/Phi-3.5-mini-instruct
stem_0187,econ,HL,1,0,8.979557515412523,microsoft/Phi-3.5-mini-instruct
stem_0187,econ,HH,1,1,8.992570809728107,microsoft/Phi-3.5-mini-instruct
stem_0188,econ,LL,0,0,8.905032630581204,microsoft/Phi-3.5-mini-instruct
stem_0188,econ,LH,0,1,8.994891380655327,microsoft/Phi-3.5-mini-instruct
stem_0188,econ,HL,1,0,8.910920944375732,microsoft/Phi-3.5-mini-instruct
stem_0188,econ,HH,1,1,8.999469961949401,microsoft/Phi-3.5-mini-instruct
stem_0189,econ,LL,0,0,8.926936423845973,microsoft/Phi-3.5-mini-instruct
stem_0189,econ,LH,0,1,8.97196067573293,microsoft/Phi-3.5-mini-instruct
stem_0189,econ,HL,1,0,8.879921830445767,microsoft/Phi-3.5-mini-instruct
stem_0189,econ,HH,1,1,8.997541371941825,microsoft/Phi-3.5-mini-instruct
stem_0190,econ,LL,0,0,7.832902501492299,microsoft/Phi-3.5-mini-instruct
stem_0190,econ,LH,0,1,8.983097043462386,microsoft/Phi-3.5-mini-instruct
stem_0190,econ,HL,1,0,7.795537361336756,microsoft/Phi-3.5-mini-instruct
stem_0190,econ,HH,1,1,8.925846549434937,microsoft/Phi-3.5-mini-instruct
stem_0191,econ,LL,0,0,8.467442697758088,microsoft/Phi-3.5-mini-instruct
stem_0191,econ,LH,0,1,8.983135303002628,microsoft/Phi-3.5-mini-instruct
stem_0191,econ,HL,1,0,8.916291822582526,microsoft/Phi-3.5-mini-instruct
stem_0191,econ,HH,1,1,8.997378289018986,microsoft/Phi-3.5-mini-instruct
stem_0192,econ,LL,0,0,6.82428347338282,microsoft/Phi-3.5-mini-instruct
stem_0192,econ,LH,0,1,8.933013459542053,microsoft/Phi-3.5-mini-instruct
stem_0192,econ,HL,1,0,8.533424755775286,microsoft/Phi-3.5-mini-instruct
stem_0192,econ,HH,1,1,8.976610454077711,microsoft/Phi-3.5-mini-instruct
stem_0193,econ,LL,0,0,8.782307109979001,microsoft/Phi-3.5-mini-instruct
stem_0193,econ,LH,0,1,8.99469897548299,microsoft/Phi-3.5-mini-instruct
stem_0193,econ,HL,1,0,8.933038510545003,microsoft/Phi-3.5-mini-instruct
stem_0193,econ,HH,1,1,8.995090818088403,microsoft/Phi-3.5-mini-instruct
stem_0194,econ,LL,0,0,8.34488408467405,microsoft/Phi-3.5-mini-instruct
stem_0194,econ,LH,0,1,8.994307890762963,microsoft/Phi-3.5-mini-instruct
stem_0194,econ,HL,1,0,8.754874336872746,microsoft/Phi-3.5-mini-instruct
stem_0194,econ,HH,1,1,8.996285052644785,microsoft/Phi-3.5-mini-instruct
stem_0196,econ,LL,0,0,8.874970045340888,microsoft/Phi-3.5-mini-instruct
stem_0196,econ,LH,0,1,8.995507810259888,microsoft/Phi-3.5-mini-instruct
stem_0196,econ,HL,1,0,8.62714513285664,microsoft/Phi-3.5-mini-instruct
stem_0196,econ,HH,1,1,8.992713438310687,microsoft/Phi-3.5-mini-instruct
stem_0197,econ,LL,0,0,8.839648180979026,microsoft/Phi-3.5-mini-instruct
stem_0197,econ,LH,0,1,8.973614846408523,microsoft/Phi-3.5-mini-instruct
stem_0197,econ,HL,1,0,8.856764808998776,microsoft/Phi-3.5-mini-instruct
stem_0197,econ,HH,1,1,8.944158500384617,microsoft/Phi-3.5-mini-instruct
stem_0198,econ,LL,0,0,8.71562549955047,microsoft/Phi-3.5-mini-instruct
stem_0198,econ,LH,0,1,8.933488771984116,microsoft/Phi-3.5-mini-instruct
stem_0198,econ,HL,1,0,8.838511631983124,microsoft/Phi-3.5-mini-instruct
stem_0198,econ,HH,1,1,8.96316530902493,microsoft/Phi-3.5-mini-instruct
stem_0000,ml,LL,0,0,4.600666736861379,Qwen/Qwen2.5-7B-Instruct
stem_0000,ml,LH,0,1,7.01292398379469,Qwen/Qwen2.5-7B-Instruct
stem_0000,ml,HL,1,0,7.16064363334082,Qwen/Qwen2.5-7B-Instruct
stem_0000,ml,HH,1,1,8.727194645356821,Qwen/Qwen2.5-7B-Instruct
stem_0004,ml,LL,0,0,5.425695096636386,Qwen/Qwen2.5-7B-Instruct
stem_0004,ml,LH,0,1,6.743858143392954,Qwen/Qwen2.5-7B-Instruct
stem_0004,ml,HL,1,0,7.133884657223913,Qwen/Qwen2.5-7B-Instruct
stem_0004,ml,HH,1,1,7.720240356534559,Qwen/Qwen2.5-7B-Instruct
stem_0005,ml,LL,0,0,5.073441376287459,Qwen/Qwen2.5-7B-Instruct
stem_0005,ml,LH,0,1,8.68539154652049,Qwen/Qwen2.5-7B-Instruct
stem_0005,ml,HL,1,0,7.430313715782378,Qwen/Qwen2.5-7B-Instruct
stem_0005,ml,HH,1,1,8.06431342845019,Qwen/Qwen2.5-7B-Instruct
stem_0007,ml,LL,0,0,6.434278195071251,Qwen/Qwen2.5-7B-Instruct
stem_0007,ml,LH,0,1,7.025496407617443,Qwen/Qwen2.5-7B-Instruct
stem_0007,ml,HL,1,0,6.89253675298621,Qwen/Qwen2.5-7B-Instruct
stem_0007,ml,HH,1,1,7.133154075881754,Qwen/Qwen2.5-7B-Instruct
stem_0008,ml,LL,0,0,6.943233522227908,Qwen/Qwen2.5-7B-Instruct
stem_0008,ml,LH,0,1,7.419195301417978,Qwen/Qwen2.5-7B-Instruct
