task,variant,seed,n_params,label,seq_len,token_acc,seq_acc
selective_copy,semrf_no_time,0,3246339,L3,400,0.9501302083333333,0.5166666666666667
selective_copy,semrf_no_time,0,3246339,L4,528,0.7815755208333334,0.05416666666666667
selective_copy,semrf_no_time,1,3246339,L1,144,0.9997395833333333,0.9958333333333333
selective_copy,semrf_no_time,1,3246339,L2,272,0.998828125,0.990625
selective_copy,semrf_no_time,1,3246339,L3,400,0.9922526041666667,0.9333333333333333
selective_copy,semrf_no_time,1,3246339,L4,528,0.9711588541666667,0.7989583333333333
selective_copy,semrf,0,3246467,L1,144,0.9991536458333333,0.9864583333333333
selective_copy,semrf,0,3246467,L2,272,0.9693359375,0.6302083333333334
selective_copy,semrf,0,3246467,L3,400,0.8348958333333333,0.06041666666666667
selective_copy,semrf,0,3246467,L4,528,0.6486328125,0.003125
selective_copy,semrf,1,3246467,L1,144,0.9992838541666667,0.9885416666666667
selective_copy,semrf,1,3246467,L2,272,0.9811848958333333,0.7479166666666667
selective_copy,semrf,1,3246467,L3,400,0.88515625,0.140625
selective_copy,semrf,1,3246467,L4,528,0.7325520833333333,0.0125
selective_copy,semrf,2,3246467,L1,144,0.9986979166666666,0.9822916666666667
selective_copy,semrf,2,3246467,L2,272,0.9848307291666667,0.7916666666666666
selective_copy,semrf,2,3246467,L3,400,0.9182291666666667,0.253125
selective_copy,semrf,2,3246467,L4,528,0.8007161458333333,0.01875
selective_copy,sinusoidal,0,3160064,L1,144,0.0609375,0.0
selective_copy,sinusoidal,0,3160064,L2,272,0.0609375,0.0
selective_copy,sinusoidal,0,3160064,L3,400,0.0609375,0.0
selective_copy,sinusoidal,0,3160064,L4,528,0.0609375,0.0
selective_copy,sinusoidal,1,3160064,L1,144,0.0630859375,0.0
selective_copy,sinusoidal,1,3160064,L2,272,0.0630859375,0.0
selective_copy,sinusoidal,1,3160064,L3,400,0.0630859375,0.0
selective_copy,sinusoidal,1,3160064,L4,528,0.0630859375,0.0
selective_copy,sinusoidal,2,3160064,L1,144,0.06145833333333333,0.0
selective_copy,sinusoidal,2,3160064,L2,272,0.06145833333333333,0.0
selective_copy,sinusoidal,2,3160064,L3,400,0.06145833333333333,0.0
selective_copy,sinusoidal,2,3160064,L4,528,0.06145833333333333,0.0
selective_copy,t5,0,3160320,L1,144,0.9999348958333333,0.9989583333333333
selective_copy,t5,0,3160320,L2,272,0.9944661458333334,0.9177083333333333
selective_copy,t5,0,3160320,L3,400,0.969140625,0.6427083333333333
selective_copy,t5,0,3160320,L4,528,0.9219401041666667,0.34791666666666665
selective_copy,t5,1,3160320,L1,144,0.9997395833333333,0.9958333333333333
selective_copy,t5,1,3160320,L2,272,0.9969401041666667,0.9604166666666667
selective_copy,t5,1,3160320,L3,400,0.9877604166666667,0.8770833333333333
selective_copy,t5,1,3160320,L4,528,0.9696614583333333,0.7364583333333333
selective_copy,t5,2,3160320,L1,144,0.9998697916666667,0.9979166666666667
selective_copy,t5,2,3160320,L2,272,0.9972005208333333,0.9604166666666667
selective_copy,t5,2,3160320,L3,400,0.9876302083333334,0.8270833333333333
selective_copy,t5,2,3160320,L4,528,0.9580078125,0.525
temporal_recency,alibi,0,3161088,L1,95,1.0,1.0
temporal_recency,alibi,0,3161088,L2,191,1.0,1.0
temporal_recency,alibi,0,3161088,L3,287,0.9999632007948628,0.9979166666666667
temporal_recency,alibi,0,3161088,L4,383,0.999986260150314,0.9989583333333333
temporal_recency,alibi,1,3161088,L1,95,1.0,1.0
temporal_recency,alibi,1,3161088,L2,191,1.0,1.0
temporal_recency,alibi,1,3161088,L3,287,0.9999633659376488,0.9979166666666667
temporal_recency,alibi,1,3161088,L4,383,0.9999725651577503,0.9979166666666667
temporal_recency,alibi,2,3161088,L1,95,1.0,1.0
temporal_recency,alibi,2,3161088,L2,191,0.9999724107487723,0.9989583333333333
temporal_recency,alibi,2,3161088,L3,287,0.999945179445947,0.996875
temporal_recency,alibi,2,3161088,L4,383,1.0,1.0
temporal_recency,cable,0,3169312,L1,95,1.0,1.0
temporal_recency,cable,0,3169312,L2,191,0.9999722145040288,0.9989583333333333
temporal_recency,cable,0,3169312,L3,287,0.9999448011922942,0.996875
temporal_recency,cable,0,3169312,L4,383,0.999986260150314,0.9989583333333333
temporal_recency,cable,1,3169312,L1,95,1.0,1.0
temporal_recency,cable,1,3169312,L2,191,1.0,1.0
temporal_recency,cable,1,3169312,L3,287,0.9999633659376488,0.9979166666666667
temporal_recency,cable,1,3169312,L4,383,0.9999862825788751,0.9989583333333333
temporal_recency,cable,2,3169312,L1,95,1.0,1.0
temporal_recency,cable,2,3169312,L2,191,1.0,1.0
temporal_recency,cable,2,3169312,L3,287,1.0,1.0
temporal_recency,cable,2,3169312,L4,383,1.0,1.0
temporal_recency,learned,0,3259648,L1,95,0.9999435506632797,0.9989583333333333
temporal_recency,learned,0,3259648,L2,191,0.5401222561822728,0.0
temporal_recency,learned,0,3259648,L3,287,0.3792158089385269,0.0
temporal_recency,learned,0,3259648,L4,383,0.3003668539866174,0.0
temporal_recency,learned,1,3259648,L1,95,1.0,1.0
temporal_recency,learned,1,3259648,L2,191,0.6961972881168705,0.0
temporal_recency,learned,1,3259648,L3,287,0.4799245338315566,0.0
temporal_recency,learned,1,3259648,L4,383,0.3769272976680384,0.0
temporal_recency,learned,2,3259648,L1,95,1.0,1.0
temporal_recency,learned,2,3259648,L2,191,0.7292114991999117,0.0
temporal_recency,learned,2,3259648,L3,287,0.5075286894232878,0.0
temporal_recency,learned,2,3259648,L4,383,0.3949510843538346,0.0
temporal_recency,nope,0,3161088,L1,95,0.3953147050522156,0.0
temporal_recency,nope,0,3161088,L2,191,0.3397332592386774,0.0
temporal_recency,nope,0,3161088,L3,287,0.2725533128484425,0.0
temporal_recency,nope,0,3161088,L4,383,0.20440774377928306,0.0
temporal_recency,nope,1,3161088,L1,95,0.9997748888513703,0.9958333333333333
temporal_recency,nope,1,3161088,L2,191,0.9500704205904283,0.18125
temporal_recency,nope,1,3161088,L3,287,0.8139539143495622,0.0
temporal_recency,nope,1,3161088,L4,383,0.6845953360768176,0.0
temporal_recency,nope,2,3161088,L1,95,0.9991597109405636,0.9864583333333333
temporal_recency,nope,2,3161088,L2,191,0.9094520774706174,0.09895833333333333
temporal_recency,nope,2,3161088,L3,287,0.6945033257802792,0.0
temporal_recency,nope,2,3161088,L4,383,0.549702401313539,0.0
temporal_recency,rope,0,3161088,L1,95,1.0,1.0
temporal_recency,rope,0,3161088,L2,191,0.9976938038343984,0.921875
temporal_recency,rope,0,3161088,L3,287,0.9673959042484682,0.23333333333333334
temporal_recency,rope,0,3161088,L4,383,0.9435704373394155,0.025
temporal_recency,rope,1,3161088,L1,95,0.4066070122122798,0.0
temporal_recency,rope,1,3161088,L2,191,0.3473530142774295,0.0
temporal_recency,rope,1,3161088,L3,287,0.3089899989009781,0.0
temporal_recency,rope,1,3161088,L4,383,0.27329218106995884,0.0
temporal_recency,rope,2,3161088,L1,95,0.4018822474931376,0.0
temporal_recency,rope,2,3161088,L2,191,0.3532803619709761,0.0
temporal_recency,rope,2,3161088,L3,287,0.32769899861121266,0.0
temporal_recency,rope,2,3161088,L4,383,0.3042758431962783,0.0
temporal_recency,semrf_hard,0,3247491,L1,95,1.0,1.0
temporal_recency,semrf_hard,0,3247491,L2,191,0.9999722145040288,0.9989583333333333
temporal_recency,semrf_hard,0,3247491,L3,287,1.0,1.0
temporal_recency,semrf_hard,0,3247491,L4,383,0.999986260150314,0.9989583333333333
temporal_recency,semrf_hard,1,3247491,L1,95,1.0,1.0
temporal_recency,semrf_hard,1,3247491,L2,191,0.9999723840821849,0.9989583333333333
temporal_recency,semrf_hard,1,3247491,L3,287,0.9999633659376488,0.9979166666666667
temporal_recency,semrf_hard,1,3247491,L4,383,0.999917695473251,0.99375
temporal_recency,semrf_K64,0,3264003,L1,95,1.0,1.0
temporal_recency,semrf_K64,0,3264003,L2,191,0.9999722145040288,0.9989583333333333
temporal_recency,semrf_K64,0,3264003,L3,287,0.9999632007948628,0.9979166666666667
temporal_recency,semrf_K64,0,3264003,L4,383,0.9999313007515698,0.9947916666666666
temporal_recency,semrf_K64,1,3264003,L1,95,1.0,1.0
temporal_recency,semrf_K64,1,3264003,L2,191,0.9999723840821849,0.9989583333333333
temporal_recency,semrf_K64,1,3264003,L3,287,0.9999633659376488,0.9979166666666667
temporal_recency,semrf_K64,1,3264003,L4,383,0.9999588477366255,0.996875
temporal_recency,semrf_K8,0,3245187,L1,95,1.0,1.0
temporal_recency,semrf_K8,0,3245187,L2,191,0.9999722145040288,0.9989583333333333
temporal_recency,semrf_K8,0,3245187,L3,287,0.9999448011922942,0.996875
temporal_recency,semrf_K8,0,3245187,L4,383,0.9999313007515698,0.9947916666666666
temporal_recency,semrf_K8,1,3245187,L1,95,1.0,1.0
temporal_recency,semrf_K8,1,3245187,L2,191,1.0,1.0
temporal_recency,semrf_K8,1,3245187,L3,287,0.9999633659376488,0.9979166666666667
temporal_recency,semrf_K8,1,3245187,L4,383,0.9999451303155007,0.9958333333333333
temporal_recency,semrf_no_res,0,3231107,L1,95,1.0,1.0
temporal_recency,semrf_no_res,0,3231107,L2,191,1.0,1.0
temporal_recency,semrf_no_res,0,3231107,L3,287,1.0,1.0
temporal_recency,semrf_no_res,0,3231107,L4,383,0.9999725203006279,0.9979166666666667
temporal_recency,semrf_no_res,1,3231107,L1,95,1.0,1.0
temporal_recency,semrf_no_res,1,3231107,L2,191,1.0,1.0
temporal_recency,semrf_no_res,1,3231107,L3,287,0.9999633659376488,0.9979166666666667
temporal_recency,semrf_no_res,1,3231107,L4,383,0.9999451303155007,0.9958333333333333
temporal_recency,semrf_no_sem,0,3247235,L1,95,1.0,1.0
temporal_recency,semrf_no_sem,0,3247235,L2,191,0.9999722145040288,0.9989583333333333
temporal_recency,semrf_no_sem,0,3247235,L3,287,0.9999448011922942,0.996875
temporal_recency,semrf_no_sem,0,3247235,L4,383,0.9999725203006279,0.9979166666666667
temporal_recency,semrf_no_sem,1,3247235,L1,95,1.0,1.0
temporal_recency,semrf_no_sem,1,3247235,L2,191,0.9999723840821849,0.9989583333333333
temporal_recency,semrf_no_sem,1,3247235,L3,287,0.9999633659376488,0.9979166666666667
temporal_recency,semrf_no_sem,1,3247235,L4,383,0.9999314128943758,0.9947916666666666
temporal_recency,semrf_no_time,0,3247363,L1,95,0.9971775331639853,0.953125
temporal_recency,semrf_no_time,0,3247363,L2,191,0.875215337593776,0.016666666666666666
temporal_recency,semrf_no_time,0,3247363,L3,287,0.6981913190675081,0.0
temporal_recency,semrf_no_time,0,3247363,L4,383,0.576084417636471,0.0
temporal_recency,semrf_no_time,1,3247363,L1,95,0.9974112217907591,0.9541666666666667
temporal_recency,semrf_no_time,1,3247363,L2,191,0.8432244345640827,0.003125
temporal_recency,semrf_no_time,1,3247363,L3,287,0.66084185075283,0.0
temporal_recency,semrf_no_time,1,3247363,L4,383,0.5142112482853224,0.0
temporal_recency,semrf,0,3247491,L1,95,1.0,1.0
temporal_recency,semrf,0,3247491,L2,191,1.0,1.0
temporal_recency,semrf,0,3247491,L3,287,1.0,1.0
temporal_recency,semrf,0,3247491,L4,383,0.9999450406012558,0.9958333333333333
temporal_recency,semrf,1,3247491,L1,95,1.0,1.0
temporal_recency,semrf,1,3247491,L2,191,0.9999723840821849,0.9989583333333333
temporal_recency,semrf,1,3247491,L3,287,0.9998900978129465,0.99375
temporal_recency,semrf,1,3247491,L4,383,0.9998628257887517,0.9895833333333334
temporal_recency,semrf,2,3247491,L1,95,1.0,1.0
temporal_recency,semrf,2,3247491,L2,191,0.9999724107487723,0.9989583333333333
temporal_recency,semrf,2,3247491,L3,287,1.0,1.0
temporal_recency,semrf,2,3247491,L4,383,1.0,1.0
temporal_recency,sinusoidal,0,3161088,L1,95,0.39243578887948066,0.0
temporal_recency,sinusoidal,0,3161088,L2,191,0.24734648513475965,0.0
temporal_recency,sinusoidal,0,3161088,L3,287,0.1839776260832766,0.0
temporal_recency,sinusoidal,0,3161088,L4,383,0.15295200670504663,0.0
temporal_recency,sinusoidal,1,3161088,L1,95,0.400585288986437,0.0
temporal_recency,sinusoidal,1,3161088,L2,191,0.24881941951340752,0.0
temporal_recency,sinusoidal,1,3161088,L3,287,0.18298714144411474,0.0
temporal_recency,sinusoidal,1,3161088,L4,383,0.15415637860082304,0.0
temporal_recency,sinusoidal,2,3161088,L1,95,0.39196683659178755,0.0
temporal_recency,sinusoidal,2,3161088,L2,191,0.24504772940462397,0.0
temporal_recency,sinusoidal,2,3161088,L3,287,0.18571376361377093,0.0
temporal_recency,sinusoidal,2,3161088,L4,383,0.15349250872272013,0.0
temporal_recency,t5,0,3161344,L1,95,0.9999435506632797,0.9989583333333333
temporal_recency,t5,0,3161344,L2,191,0.639622117254793,0.0
temporal_recency,t5,0,3161344,L3,287,0.5056394781872712,0.0
temporal_recency,t5,0,3161344,L4,383,0.48301067586320606,0.0
temporal_recency,t5,1,3161344,L1,95,0.404974956384715,0.0
temporal_recency,t5,1,3161344,L2,191,0.33630664715141806,0.0
temporal_recency,t5,1,3161344,L3,287,0.3099791185844598,0.0
temporal_recency,t5,1,3161344,L4,383,0.29385459533607683,0.0
temporal_recency,t5,2,3161344,L1,95,0.4035068063413814,0.0
temporal_recency,t5,2,3161344,L2,191,0.3360922584561055,0.0
temporal_recency,t5,2,3161344,L3,287,0.30763467582779036,0.0
temporal_recency,t5,2,3161344,L4,383,0.29390435793938563,0.0
